date,value
2021-01-04,12698.45
2021-01-05,12818.96
2021-01-06,12740.79
2021-01-07,13067.48
2021-01-08,13201.98
2021-01-11,13036.43
2021-01-12,13072.43
2021-01-13,13128.95
2021-01-14,13112.64
2021-01-15,12998.5
2021-01-19,13197.18
2021-01-20,13457.25
2021-01-21,13530.91
2021-01-22,13543.06
2021-01-25,13635.99
2021-01-26,13626.06
2021-01-27,13270.6
2021-01-28,13337.16
2021-01-29,13070.69
2021-02-01,13403.39
2021-02-02,13612.78
2021-02-03,13610.54
2021-02-04,13777.74
2021-02-05,13856.3
2021-02-08,13987.64
2021-02-09,14007.7
2021-02-10,13972.53
2021-02-11,14025.77
2021-02-12,14095.47
2021-02-16,14047.5
2021-02-17,13965.49
2021-02-18,13865.36
2021-02-19,13874.46
2021-02-22,13533.05
2021-02-23,13465.2
2021-02-24,13597.97
2021-02-25,13119.43
2021-02-26,13192.35
2021-03-01,13588.83
2021-03-02,13358.79
2021-03-03,12997.75
2021-03-04,12723.47
2021-03-05,12920.15
2021-03-08,12609.16
2021-03-09,13073.82
2021-03-10,13068.83
2021-03-11,13398.67
2021-03-12,13319.86
2021-03-15,13459.71
2021-03-16,13471.57
2021-03-17,13525.2
2021-03-18,13116.17
2021-03-19,13215.24
2021-03-22,13377.54
2021-03-23,13227.7
2021-03-24,12961.89
2021-03-25,12977.68
2021-03-26,13138.72
2021-03-29,13059.65
2021-03-30,13045.39
2021-03-31,13246.87
2021-04-01,13480.11
2021-04-05,13705.59
2021-04-06,13698.38
2021-04-07,13688.84
2021-04-08,13829.31
2021-04-09,13900.19
2021-04-12,13850.0
2021-04-13,13996.1
2021-04-14,13857.84
2021-04-15,14038.76
2021-04-16,14052.34
2021-04-19,13914.77
2021-04-20,13786.27
2021-04-21,13950.22
2021-04-22,13818.41
2021-04-23,14016.81
2021-04-26,14138.78
2021-04-27,14090.22
2021-04-28,14051.03
2021-04-29,14082.55
2021-04-30,13962.68
2021-05-03,13895.12
2021-05-04,13633.5
2021-05-05,13582.42
2021-05-06,13632.84
2021-05-07,13752.24
2021-05-10,13401.86
2021-05-11,13389.43
2021-05-12,13031.68
2021-05-13,13124.99
2021-05-14,13379.05
2021-05-17,13379.05
2021-05-18,13303.64
2021-05-19,13299.74
2021-05-20,13535.74
2021-05-21,13470.99
2021-05-24,13661.17
2021-05-25,13657.17
2021-05-26,13738.0
2021-05-27,13736.28
2021-05-28,13748.74
2021-06-01,13736.48
2021-06-02,13756.33
2021-06-03,13614.51
2021-06-04,13814.49
2021-06-07,13881.72
2021-06-08,13924.91
2021-06-09,13911.75
2021-06-10,14020.33
2021-06-11,14069.42
2021-06-14,14174.14
2021-06-15,14072.86
2021-06-16,14039.68
2021-06-17,14161.35
2021-06-18,14030.38
2021-06-21,14141.48
2021-06-22,14253.27
2021-06-23,14271.73
2021-06-24,14369.71
2021-06-25,14360.39
2021-06-28,14500.51
2021-06-29,14528.33
2021-06-30,14503.95
2021-07-01,14522.38
2021-07-02,14639.33
2021-07-06,14663.64
2021-07-07,14665.06
2021-07-08,14559.78
2021-07-09,14701.92
2021-07-12,14733.24
2021-07-13,14677.65
2021-07-14,14644.95
2021-07-15,14543.13
2021-07-16,14427.24
2021-07-19,14274.98
2021-07-20,14498.88
2021-07-21,14631.95
2021-07-22,14684.6
2021-07-23,14836.99
2021-07-26,14840.71
2021-07-27,14660.58
2021-07-28,14762.58
2021-07-29,14778.26
2021-07-30,14672.68
2021-08-02,14681.07
2021-08-03,14761.29
2021-08-04,14780.53
2021-08-05,14895.12
2021-08-06,14835.76
2021-08-09,14860.18
2021-08-10,14788.09
2021-08-11,14765.14
2021-08-12,14816.26
2021-08-13,14822.9
2021-08-16,14793.76
2021-08-17,14656.18
2021-08-18,14525.91
2021-08-19,14541.79
2021-08-20,14714.66
2021-08-23,14942.65
2021-08-24,15019.8
2021-08-25,15041.86
2021-08-26,14945.81
2021-08-27,15129.5
2021-08-30,15265.89
2021-08-31,15259.24
2021-09-01,15309.38
2021-09-02,15331.18
2021-09-03,15363.52
2021-09-07,15374.33
2021-09-08,15286.64
2021-09-09,15248.25
2021-09-10,15115.49
2021-09-13,15105.58
2021-09-14,15037.76
2021-09-15,15161.53
2021-09-16,15181.92
2021-09-17,15043.97
2021-09-20,14713.9
2021-09-21,14746.4
2021-09-22,14896.85
2021-09-23,15052.24
2021-09-24,15047.7
2021-09-27,14969.97
2021-09-28,14546.68
2021-09-29,14512.44
2021-09-30,14448.58
2021-10-01,14566.7
2021-10-04,14255.48
2021-10-05,14433.83
2021-10-06,14501.91
2021-10-07,14654.02
2021-10-08,14579.54
2021-10-11,14486.2
2021-10-12,14465.92
2021-10-13,14571.64
2021-10-14,14823.43
2021-10-15,14897.34
2021-10-18,15021.81
2021-10-19,15129.09
2021-10-20,15121.68
2021-10-21,15215.7
2021-10-22,15090.2
2021-10-25,15226.71
2021-10-26,15235.71
2021-10-27,15235.84
2021-10-28,15448.12
2021-10-29,15498.39
2021-11-01,15595.92
2021-11-02,15649.6
2021-11-03,15811.58
2021-11-04,15940.31
2021-11-05,15971.59
2021-11-08,15982.36
2021-11-09,15886.54
2021-11-10,15622.71
2021-11-11,15704.28
2021-11-12,15860.96
2021-11-15,15853.85
2021-11-16,15973.86
2021-11-17,15921.57
2021-11-18,15993.71
2021-11-19,16057.44
2021-11-22,15854.76
2021-11-23,15775.14
2021-11-24,15845.23
2021-11-26,15491.66
2021-11-29,15782.83
2021-11-30,15537.69
2021-12-01,15254.05
2021-12-02,15381.32
2021-12-03,15085.47
2021-12-06,15225.15
2021-12-07,15686.92
2021-12-08,15786.99
2021-12-09,15517.37
2021-12-10,15630.6
2021-12-13,15413.28
2021-12-14,15237.64
2021-12-15,15565.58
2021-12-16,15180.43
2021-12-17,15169.68
2021-12-20,14980.94
2021-12-21,15341.09
2021-12-22,15521.89
2021-12-23,15653.37
2021-12-27,15871.26
2021-12-28,15781.72
2021-12-29,15766.22
2021-12-30,15741.56
2021-12-31,15644.97
